_id,date,agegrp,covid_deaths
3251,2022-03-02T00:00:00,30-39,1
3252,2022-03-02T00:00:00,50-59,3
3253,2022-03-02T00:00:00,60-69,4
3254,2022-03-02T00:00:00,70-79,4
3255,2022-03-02T00:00:00,80+,6
3256,2022-03-03T00:00:00,50-59,2
3257,2022-03-03T00:00:00,60-69,3
3258,2022-03-03T00:00:00,70-79,5
3259,2022-03-03T00:00:00,80+,6
3260,2022-03-04T00:00:00,30-39,2
3261,2022-03-04T00:00:00,40-49,3
3262,2022-03-04T00:00:00,50-59,5
3263,2022-03-04T00:00:00,60-69,3
3264,2022-03-04T00:00:00,70-79,3
3265,2022-03-04T00:00:00,80+,4
3266,2022-03-05T00:00:00,40-49,1
3267,2022-03-05T00:00:00,60-69,1
3268,2022-03-05T00:00:00,70-79,4
3269,2022-03-05T00:00:00,80+,4
3270,2022-03-06T00:00:00,50-59,2
3271,2022-03-06T00:00:00,60-69,4
3272,2022-03-06T00:00:00,70-79,7
3273,2022-03-06T00:00:00,80+,5
3274,2022-03-07T00:00:00,50-59,1
3275,2022-03-07T00:00:00,70-79,6
3276,2022-03-07T00:00:00,80+,5
3277,2022-03-08T00:00:00,0-19,1
3278,2022-03-08T00:00:00,30-39,1
3279,2022-03-08T00:00:00,40-49,2
3280,2022-03-08T00:00:00,60-69,3
3281,2022-03-08T00:00:00,70-79,5
3282,2022-03-08T00:00:00,80+,4
3283,2022-03-09T00:00:00,30-39,1
3284,2022-03-09T00:00:00,50-59,3
3285,2022-03-09T00:00:00,60-69,5
3286,2022-03-09T00:00:00,70-79,6
3287,2022-03-09T00:00:00,80+,4
3288,2022-03-10T00:00:00,30-39,1
3289,2022-03-10T00:00:00,50-59,4
3290,2022-03-10T00:00:00,60-69,2
3291,2022-03-10T00:00:00,70-79,5
3292,2022-03-10T00:00:00,80+,8
3293,2022-03-11T00:00:00,40-49,1
3294,2022-03-11T00:00:00,50-59,1
3295,2022-03-11T00:00:00,60-69,4
3296,2022-03-11T00:00:00,70-79,4
3297,2022-03-11T00:00:00,80+,3
3298,2022-03-12T00:00:00,50-59,1
3299,2022-03-12T00:00:00,60-69,2
3300,2022-03-12T00:00:00,70-79,3
3301,2022-03-12T00:00:00,80+,10
3302,2022-03-13T00:00:00,30-39,2
3303,2022-03-13T00:00:00,60-69,3
3304,2022-03-13T00:00:00,70-79,2
3305,2022-03-13T00:00:00,80+,7
3306,2022-03-14T00:00:00,50-59,2
3307,2022-03-14T00:00:00,60-69,3
3308,2022-03-14T00:00:00,80+,3
3309,2022-03-15T00:00:00,40-49,1
3310,2022-03-15T00:00:00,60-69,2
3311,2022-03-15T00:00:00,70-79,3
3312,2022-03-15T00:00:00,80+,4
3313,2022-03-16T00:00:00,50-59,1
3314,2022-03-16T00:00:00,60-69,2
3315,2022-03-16T00:00:00,70-79,3
3316,2022-03-16T00:00:00,80+,2
3317,2022-03-17T00:00:00,60-69,2
3318,2022-03-17T00:00:00,70-79,3
3319,2022-03-17T00:00:00,80+,2
3320,2022-03-18T00:00:00,30-39,1
3321,2022-03-18T00:00:00,50-59,1
3322,2022-03-18T00:00:00,60-69,1
3323,2022-03-18T00:00:00,70-79,4
3324,2022-03-18T00:00:00,80+,1
3325,2022-03-19T00:00:00,60-69,1
3326,2022-03-19T00:00:00,70-79,3
3327,2022-03-19T00:00:00,80+,3
3328,2022-03-20T00:00:00,50-59,2
3329,2022-03-20T00:00:00,60-69,2
3330,2022-03-20T00:00:00,70-79,3
3331,2022-03-20T00:00:00,80+,3
3332,2022-03-21T00:00:00,60-69,2
3333,2022-03-21T00:00:00,70-79,2
3334,2022-03-21T00:00:00,80+,2
3335,2022-03-22T00:00:00,60-69,3
3336,2022-03-22T00:00:00,70-79,4
3337,2022-03-22T00:00:00,80+,4
3338,2022-03-23T00:00:00,50-59,1
3339,2022-03-23T00:00:00,70-79,1
3340,2022-03-23T00:00:00,80+,3
3341,2022-03-24T00:00:00,50-59,1
3342,2022-03-24T00:00:00,60-69,1
3343,2022-03-24T00:00:00,70-79,2
3344,2022-03-24T00:00:00,80+,2
3345,2022-03-25T00:00:00,60-69,3
3346,2022-03-25T00:00:00,70-79,2
3347,2022-03-25T00:00:00,80+,5
3348,2022-03-26T00:00:00,60-69,3
3349,2022-03-26T00:00:00,70-79,2
3350,2022-03-26T00:00:00,80+,1
3351,2022-03-27T00:00:00,60-69,3
3352,2022-03-27T00:00:00,80+,2
3353,2022-03-28T00:00:00,60-69,1
3354,2022-03-28T00:00:00,70-79,1
3355,2022-03-28T00:00:00,80+,2
3356,2022-03-29T00:00:00,40-49,3
3357,2022-03-29T00:00:00,60-69,2
3358,2022-03-30T00:00:00,60-69,3
3359,2022-03-30T00:00:00,70-79,4
3360,2022-03-30T00:00:00,80+,3
3361,2022-03-31T00:00:00,50-59,1
3362,2022-03-31T00:00:00,60-69,2
3363,2022-03-31T00:00:00,70-79,1
3364,2022-03-31T00:00:00,80+,3
3365,2022-04-01T00:00:00,70-79,1
3366,2022-04-01T00:00:00,80+,1
3367,2022-04-02T00:00:00,50-59,1
3368,2022-04-02T00:00:00,60-69,1
3369,2022-04-02T00:00:00,70-79,1
3370,2022-04-02T00:00:00,80+,2
3371,2022-04-03T00:00:00,80+,2
3372,2022-04-04T00:00:00,60-69,1
3373,2022-04-04T00:00:00,80+,2
3374,2022-04-05T00:00:00,40-49,1
3375,2022-04-05T00:00:00,60-69,1
3376,2022-04-05T00:00:00,70-79,1
3377,2022-04-05T00:00:00,80+,2
3378,2022-04-06T00:00:00,60-69,1
3379,2022-04-07T00:00:00,60-69,2
3380,2022-04-07T00:00:00,80+,2
3381,2022-04-08T00:00:00,50-59,1
3382,2022-04-08T00:00:00,60-69,1
3383,2022-04-08T00:00:00,70-79,1
3384,2022-04-08T00:00:00,80+,1
3385,2022-04-09T00:00:00,60-69,1
3386,2022-04-09T00:00:00,70-79,1
3387,2022-04-09T00:00:00,80+,2
3388,2022-04-10T00:00:00,40-49,1
3389,2022-04-10T00:00:00,70-79,3
3390,2022-04-10T00:00:00,80+,3
3391,2022-04-11T00:00:00,60-69,1
3392,2022-04-11T00:00:00,80+,2
3393,2022-04-12T00:00:00,50-59,1
3394,2022-04-12T00:00:00,70-79,1
3395,2022-04-13T00:00:00,60-69,2
3396,2022-04-13T00:00:00,70-79,2
3397,2022-04-13T00:00:00,80+,2
3398,2022-04-15T00:00:00,60-69,1
3399,2022-04-15T00:00:00,80+,1
3400,2022-04-16T00:00:00,50-59,1
3401,2022-04-16T00:00:00,60-69,1
3402,2022-04-16T00:00:00,80+,1
3403,2022-04-18T00:00:00,80+,2
3404,2022-04-19T00:00:00,50-59,1
3405,2022-04-19T00:00:00,60-69,1
3406,2022-04-19T00:00:00,70-79,2
3407,2022-04-19T00:00:00,80+,2
3408,2022-04-20T00:00:00,40-49,1
3409,2022-04-20T00:00:00,50-59,2
3410,2022-04-20T00:00:00,60-69,2
3411,2022-04-20T00:00:00,70-79,2
3412,2022-04-21T00:00:00,60-69,2
3413,2022-04-21T00:00:00,70-79,2
3414,2022-04-21T00:00:00,80+,3
3415,2022-04-22T00:00:00,60-69,1
3416,2022-04-22T00:00:00,80+,1
3417,2022-04-23T00:00:00,50-59,1
3418,2022-04-23T00:00:00,70-79,2
3419,2022-04-23T00:00:00,80+,2
3420,2022-04-24T00:00:00,70-79,1
3421,2022-04-25T00:00:00,70-79,3
3422,2022-04-26T00:00:00,70-79,1
3423,2022-04-26T00:00:00,80+,5
3424,2022-04-27T00:00:00,40-49,2
3425,2022-04-27T00:00:00,60-69,1
3426,2022-04-27T00:00:00,80+,1
3427,2022-04-28T00:00:00,50-59,1
3428,2022-04-28T00:00:00,60-69,1
3429,2022-04-28T00:00:00,70-79,1
3430,2022-04-28T00:00:00,80+,4
3431,2022-04-29T00:00:00,60-69,1
3432,2022-04-30T00:00:00,20-29,1
3433,2022-04-30T00:00:00,30-39,1
3434,2022-04-30T00:00:00,60-69,2
3435,2022-04-30T00:00:00,80+,1
3436,2022-05-01T00:00:00,40-49,1
3437,2022-05-01T00:00:00,70-79,2
3438,2022-05-02T00:00:00,60-69,2
3439,2022-05-02T00:00:00,80+,3
3440,2022-05-03T00:00:00,80+,1
3441,2022-05-04T00:00:00,70-79,1
3442,2022-05-04T00:00:00,80+,4
3443,2022-05-05T00:00:00,80+,1
3444,2022-05-06T00:00:00,60-69,1
3445,2022-05-06T00:00:00,70-79,1
3446,2022-05-06T00:00:00,80+,1
3447,2022-05-07T00:00:00,60-69,1
3448,2022-05-08T00:00:00,60-69,2
3449,2022-05-08T00:00:00,80+,2
3450,2022-05-09T00:00:00,60-69,2
3451,2022-05-09T00:00:00,70-79,1
3452,2022-05-09T00:00:00,80+,2
3453,2022-05-10T00:00:00,50-59,1
3454,2022-05-10T00:00:00,80+,1
3455,2022-05-11T00:00:00,50-59,1
3456,2022-05-11T00:00:00,60-69,4
3457,2022-05-11T00:00:00,80+,1
3458,2022-05-12T00:00:00,0-19,1
3459,2022-05-12T00:00:00,60-69,3
3460,2022-05-12T00:00:00,70-79,1
3461,2022-05-12T00:00:00,80+,1
3462,2022-05-13T00:00:00,40-49,1
3463,2022-05-13T00:00:00,60-69,1
3464,2022-05-13T00:00:00,70-79,1
3465,2022-05-13T00:00:00,80+,1
3466,2022-05-14T00:00:00,30-39,1
3467,2022-05-14T00:00:00,60-69,1
3468,2022-05-14T00:00:00,80+,1
3469,2022-05-15T00:00:00,50-59,1
3470,2022-05-15T00:00:00,70-79,1
3471,2022-05-15T00:00:00,80+,2
3472,2022-05-16T00:00:00,50-59,1
3473,2022-05-16T00:00:00,60-69,1
3474,2022-05-16T00:00:00,70-79,1
3475,2022-05-16T00:00:00,80+,3
3476,2022-05-17T00:00:00,70-79,1
3477,2022-05-17T00:00:00,80+,1
3478,2022-05-18T00:00:00,30-39,1
3479,2022-05-18T00:00:00,70-79,1
3480,2022-05-18T00:00:00,80+,2
3481,2022-05-20T00:00:00,70-79,2
3482,2022-05-20T00:00:00,80+,2
3483,2022-05-21T00:00:00,40-49,1
3484,2022-05-21T00:00:00,50-59,1
3485,2022-05-21T00:00:00,80+,1
3486,2022-05-22T00:00:00,70-79,1
3487,2022-05-22T00:00:00,80+,1
3488,2022-05-23T00:00:00,70-79,1
3489,2022-05-23T00:00:00,80+,3
3490,2022-05-24T00:00:00,70-79,2
3491,2022-05-24T00:00:00,80+,2
3492,2022-05-25T00:00:00,50-59,1
3493,2022-05-25T00:00:00,60-69,2
3494,2022-05-25T00:00:00,70-79,1
3495,2022-05-25T00:00:00,80+,4
3496,2022-05-26T00:00:00,80+,3
3497,2022-05-27T00:00:00,70-79,2
3498,2022-05-28T00:00:00,70-79,4
3499,2022-05-28T00:00:00,80+,1
3500,2022-05-29T00:00:00,60-69,1
3501,2022-05-29T00:00:00,70-79,1
3502,2022-05-29T00:00:00,80+,2
3503,2022-05-30T00:00:00,70-79,1
3504,2022-05-30T00:00:00,80+,3
3505,2022-05-31T00:00:00,60-69,1
3506,2022-05-31T00:00:00,70-79,1
3507,2022-06-01T00:00:00,60-69,1
3508,2022-06-01T00:00:00,70-79,1
3509,2022-06-01T00:00:00,80+,4
3510,2022-06-02T00:00:00,60-69,3
3511,2022-06-02T00:00:00,70-79,1
3512,2022-06-02T00:00:00,80+,4
3513,2022-06-03T00:00:00,70-79,2
3514,2022-06-04T00:00:00,70-79,1
3515,2022-06-04T00:00:00,80+,3
3516,2022-06-05T00:00:00,70-79,1
3517,2022-06-05T00:00:00,80+,2
3518,2022-06-06T00:00:00,60-69,1
3519,2022-06-06T00:00:00,70-79,2
3520,2022-06-06T00:00:00,80+,1
3521,2022-06-07T00:00:00,50-59,1
3522,2022-06-07T00:00:00,60-69,1
3523,2022-06-07T00:00:00,70-79,2
3524,2022-06-07T00:00:00,80+,1
3525,2022-06-08T00:00:00,80+,5
3526,2022-06-09T00:00:00,50-59,1
3527,2022-06-09T00:00:00,70-79,1
3528,2022-06-09T00:00:00,80+,7
3529,2022-06-10T00:00:00,60-69,1
3530,2022-06-10T00:00:00,80+,5
3531,2022-06-11T00:00:00,80+,2
3532,2022-06-12T00:00:00,40-49,1
3533,2022-06-12T00:00:00,80+,2
3534,2022-06-13T00:00:00,80+,2
3535,2022-06-14T00:00:00,80+,1
3536,2022-06-15T00:00:00,60-69,2
3537,2022-06-15T00:00:00,80+,2
3538,2022-06-16T00:00:00,60-69,1
3539,2022-06-16T00:00:00,70-79,2
3540,2022-06-16T00:00:00,80+,3
3541,2022-06-17T00:00:00,70-79,1
3542,2022-06-18T00:00:00,70-79,2
3543,2022-06-18T00:00:00,80+,1
3544,2022-06-19T00:00:00,70-79,1
3545,2022-06-19T00:00:00,80+,1
3546,2022-06-20T00:00:00,0-19,1
3547,2022-06-20T00:00:00,70-79,1
3548,2022-06-20T00:00:00,80+,2
3549,2022-06-21T00:00:00,50-59,1
3550,2022-06-21T00:00:00,70-79,3
3551,2022-06-21T00:00:00,80+,3
3552,2022-06-22T00:00:00,70-79,2
3553,2022-06-22T00:00:00,80+,1
3554,2022-06-23T00:00:00,50-59,1
3555,2022-06-23T00:00:00,70-79,1
3556,2022-06-25T00:00:00,80+,2
3557,2022-06-26T00:00:00,70-79,2
3558,2022-06-26T00:00:00,80+,1
3559,2022-06-27T00:00:00,70-79,2
3560,2022-06-27T00:00:00,80+,3
3561,2022-06-28T00:00:00,80+,2
3562,2022-06-30T00:00:00,80+,1
