Year,Sex,Age Group,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths
2020.0,All Sexes,45-54 years,42.0,36.0,0.0
2020.0,All Sexes,50-64 years,147.0,142.0,0.0
2020.0,All Sexes,55-64 years,118.0,118.0,0.0
2020.0,All Sexes,85 years and over,299.0,250.0,0.0
2020.0,Male,15-24 years,0.0,0.0,0.0
2020.0,Male,45-54 years,27.0,19.0,0.0
2020.0,Male,50-64 years,87.0,84.0,0.0
2020.0,Male,55-64 years,68.0,71.0,0.0
2020.0,Male,85 years and over,110.0,101.0,0.0
2020.0,Female,50-64 years,60.0,58.0,0.0
2020.0,Female,55-64 years,50.0,47.0,0.0
2020.0,Female,65-74 years,97.0,96.0,0.0
2020.0,Female,75-84 years,110.0,96.0,0.0
2020.0,Female,85 years and over,189.0,149.0,0.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,45-54 years,38.0,28.0,0.0
2020.0,All Sexes,50-64 years,108.0,130.0,0.0
2020.0,All Sexes,55-64 years,85.0,113.0,0.0
2020.0,All Sexes,65-74 years,208.0,210.0,0.0
2020.0,All Sexes,75-84 years,286.0,268.0,0.0
2020.0,All Sexes,85 years and over,280.0,224.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,45-54 years,25.0,17.0,0.0
2020.0,Male,50-64 years,66.0,65.0,0.0
2020.0,Male,55-64 years,52.0,56.0,0.0
2020.0,Male,65-74 years,125.0,136.0,0.0
2020.0,Male,75-84 years,158.0,154.0,0.0
2020.0,Male,85 years and over,84.0,88.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,Female,50-64 years,42.0,65.0,0.0
2020.0,Female,55-64 years,33.0,57.0,0.0
2020.0,Female,65-74 years,83.0,74.0,0.0
2020.0,Female,75-84 years,128.0,114.0,0.0
2020.0,Female,85 years and over,196.0,136.0,0.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,45-54 years,28.0,36.0,0.0
2020.0,All Sexes,50-64 years,127.0,130.0,0.0
2020.0,All Sexes,55-64 years,107.0,104.0,0.0
2020.0,All Sexes,65-74 years,232.0,243.0,0.0
2020.0,All Sexes,75-84 years,301.0,279.0,0.0
2020.0,All Sexes,85 years and over,302.0,261.0,0.0
2020.0,Male,45-54 years,16.0,18.0,0.0
2020.0,Male,50-64 years,74.0,74.0,0.0
2020.0,Male,55-64 years,64.0,62.0,0.0
2020.0,Male,65-74 years,130.0,136.0,0.0
2020.0,Male,75-84 years,147.0,148.0,0.0
2020.0,Male,85 years and over,118.0,105.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,Female,50-64 years,53.0,56.0,0.0
2020.0,Female,55-64 years,43.0,42.0,0.0
2020.0,Female,65-74 years,102.0,107.0,0.0
2020.0,Female,75-84 years,154.0,131.0,0.0
2020.0,Female,85 years and over,184.0,156.0,0.0
2020.0,All Sexes,45-54 years,51.0,35.0,0.0
2020.0,Male,45-54 years,32.0,23.0,0.0
2020.0,Male,50-64 years,95.0,79.0,0.0
2020.0,Male,55-64 years,77.0,67.0,0.0
2020.0,Female,65-74 years,122.0,104.0,0.0
2020.0,Female,85 years and over,235.0,151.0,0.0
2020.0,All Sexes,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,35-44 years,32.0,22.0,0.0
2020.0,All Sexes,45-54 years,95.0,82.0,0.0
2020.0,All Sexes,65-74 years,541.0,442.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,35-44 years,22.0,14.0,0.0
2020.0,Male,45-54 years,53.0,42.0,0.0
2020.0,Male,65-74 years,314.0,254.0,0.0
2020.0,Male,85 years and over,315.0,213.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,Female,45-54 years,42.0,40.0,0.0
2020.0,Female,50-64 years,117.0,98.0,0.0
2020.0,Female,55-64 years,93.0,73.0,0.0
2020.0,Female,65-74 years,227.0,188.0,0.0
2021.0,All Sexes,25-34 years,22.0,13.0,0.0
2021.0,All Sexes,35-44 years,50.0,30.0,0.0
2021.0,All Sexes,45-54 years,121.0,75.0,0.0
2021.0,All Sexes,50-64 years,470.0,341.0,0.0
2021.0,All Sexes,55-64 years,397.0,293.0,0.0
2021.0,All Sexes,75-84 years,1081.0,719.0,0.0
2021.0,Male,45-54 years,82.0,52.0,0.0
2021.0,Male,50-64 years,302.0,215.0,0.0
2021.0,Male,55-64 years,252.0,182.0,0.0
2021.0,Male,75-84 years,584.0,425.0,0.0
2021.0,Male,85 years and over,493.0,337.0,0.0
2021.0,Female,35-44 years,22.0,15.0,0.0
2021.0,Female,45-54 years,39.0,23.0,0.0
2021.0,Female,50-64 years,168.0,126.0,0.0
2021.0,Female,55-64 years,145.0,111.0,0.0
2021.0,Female,65-74 years,368.0,269.0,0.0
2021.0,Female,75-84 years,497.0,294.0,0.0
2021.0,All Sexes,35-44 years,30.0,19.0,0.0
2021.0,All Sexes,45-54 years,81.0,58.0,0.0
2021.0,All Sexes,50-64 years,239.0,196.0,0.0
2021.0,All Sexes,55-64 years,184.0,161.0,0.0
2021.0,All Sexes,65-74 years,423.0,363.0,0.0
2021.0,All Sexes,85 years and over,472.0,312.0,0.0
2021.0,Male,45-54 years,56.0,39.0,0.0
2021.0,Male,50-64 years,138.0,123.0,0.0
2021.0,Male,55-64 years,98.0,97.0,0.0
2021.0,Male,65-74 years,260.0,220.0,0.0
2021.0,Male,85 years and over,194.0,154.0,0.0
2021.0,Female,45-54 years,25.0,19.0,0.0
2021.0,Female,50-64 years,101.0,73.0,0.0
2021.0,Female,55-64 years,86.0,64.0,0.0
2021.0,Female,65-74 years,163.0,143.0,0.0
2021.0,Female,75-84 years,217.0,163.0,0.0
2021.0,Female,85 years and over,278.0,158.0,0.0
2021.0,All Sexes,50-64 years,143.0,155.0,0.0
2021.0,All Sexes,55-64 years,126.0,134.0,0.0
2021.0,All Sexes,75-84 years,181.0,214.0,0.0
2021.0,All Sexes,85 years and over,131.0,150.0,0.0
2021.0,Male,50-64 years,75.0,92.0,0.0
2021.0,Male,55-64 years,62.0,74.0,0.0
2021.0,Male,75-84 years,90.0,120.0,0.0
2021.0,Male,85 years and over,51.0,70.0,0.0
2021.0,Female,50-64 years,68.0,63.0,0.0
2021.0,Female,55-64 years,64.0,60.0,0.0
2021.0,Female,65-74 years,82.0,91.0,0.0
2021.0,Female,75-84 years,91.0,94.0,0.0
2021.0,Female,85 years and over,80.0,80.0,0.0
2021.0,All Sexes,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,35-44 years,25.0,18.0,0.0
2021.0,All Sexes,45-54 years,40.0,49.0,0.0
2021.0,All Sexes,50-64 years,116.0,134.0,0.0
2021.0,All Sexes,55-64 years,90.0,101.0,0.0
2021.0,All Sexes,75-84 years,125.0,160.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,15-24 years,0.0,0.0,0.0
2021.0,Male,45-54 years,28.0,31.0,0.0
2021.0,Male,50-64 years,70.0,83.0,0.0
2021.0,Male,55-64 years,51.0,59.0,0.0
2021.0,Male,65-74 years,61.0,90.0,0.0
2021.0,Male,75-84 years,67.0,96.0,0.0
2021.0,Female,35-44 years,13.0,12.0,0.0
2021.0,Female,50-64 years,46.0,51.0,0.0
2021.0,Female,55-64 years,39.0,42.0,0.0
2021.0,Female,75-84 years,58.0,64.0,0.0
2021.0,Female,85 years and over,47.0,79.0,0.0
2021.0,All Sexes,35-44 years,17.0,18.0,0.0
2021.0,All Sexes,45-54 years,49.0,47.0,0.0
2021.0,All Sexes,50-64 years,141.0,149.0,0.0
2021.0,All Sexes,55-64 years,117.0,121.0,0.0
2021.0,All Sexes,75-84 years,115.0,169.0,0.0
2021.0,All Sexes,85 years and over,77.0,139.0,0.0
2021.0,Male,45-54 years,27.0,25.0,0.0
2021.0,Male,50-64 years,67.0,82.0,0.0
2021.0,Male,55-64 years,56.0,67.0,0.0
2021.0,Male,75-84 years,57.0,89.0,0.0
2021.0,Male,85 years and over,34.0,65.0,0.0
2021.0,Female,45-54 years,22.0,22.0,0.0
2021.0,Female,50-64 years,74.0,67.0,0.0
2021.0,Female,55-64 years,61.0,54.0,0.0
2021.0,Female,75-84 years,58.0,80.0,0.0
2021.0,Female,85 years and over,43.0,74.0,0.0
2021.0,All Sexes,35-44 years,14.0,15.0,0.0
2021.0,All Sexes,45-54 years,33.0,36.0,0.0
2021.0,All Sexes,50-64 years,72.0,110.0,0.0
2021.0,All Sexes,55-64 years,55.0,87.0,0.0
2021.0,All Sexes,65-74 years,69.0,133.0,0.0
2021.0,All Sexes,75-84 years,57.0,141.0,0.0
2021.0,All Sexes,85 years and over,29.0,115.0,0.0
2021.0,Male,15-24 years,0.0,0.0,0.0
2021.0,Male,50-64 years,42.0,62.0,0.0
2021.0,Male,55-64 years,33.0,53.0,0.0
2021.0,Male,65-74 years,33.0,72.0,0.0
2021.0,Male,75-84 years,30.0,81.0,0.0
2021.0,Female,50-64 years,30.0,48.0,0.0
2021.0,Female,55-64 years,22.0,34.0,0.0
2021.0,Female,65-74 years,36.0,61.0,0.0
2021.0,Female,75-84 years,27.0,60.0,0.0
2021.0,Female,85 years and over,18.0,70.0,0.0
2021.0,All Sexes,45-54 years,38.0,38.0,0.0
2021.0,All Sexes,50-64 years,84.0,105.0,0.0
2021.0,All Sexes,55-64 years,63.0,83.0,0.0
2021.0,All Sexes,65-74 years,74.0,147.0,0.0
2021.0,All Sexes,75-84 years,61.0,141.0,0.0
2021.0,All Sexes,85 years and over,57.0,124.0,0.0
2021.0,Male,45-54 years,22.0,24.0,0.0
2021.0,Male,50-64 years,50.0,67.0,0.0
2021.0,Male,55-64 years,37.0,51.0,0.0
2021.0,Male,65-74 years,39.0,79.0,0.0
2021.0,Male,75-84 years,36.0,81.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,Female,50-64 years,34.0,38.0,0.0
2021.0,Female,55-64 years,26.0,32.0,0.0
2021.0,Female,65-74 years,35.0,68.0,0.0
2021.0,Female,75-84 years,25.0,60.0,0.0
2021.0,Female,85 years and over,31.0,67.0,0.0
2021.0,All Sexes,25-34 years,31.0,24.0,0.0
2021.0,All Sexes,35-44 years,89.0,64.0,0.0
2021.0,All Sexes,45-54 years,202.0,141.0,0.0
2021.0,All Sexes,85 years and over,212.0,242.0,0.0
2021.0,Male,25-34 years,18.0,16.0,0.0
2021.0,Male,35-44 years,52.0,36.0,0.0
2021.0,Male,45-54 years,125.0,80.0,0.0
2021.0,Male,50-64 years,284.0,214.0,0.0
2021.0,Male,55-64 years,214.0,171.0,0.0
2021.0,Male,75-84 years,166.0,175.0,0.0
2021.0,Male,85 years and over,104.0,111.0,0.0
2021.0,Female,35-44 years,37.0,28.0,0.0
2021.0,Female,45-54 years,77.0,61.0,0.0
2021.0,Female,65-74 years,174.0,169.0,0.0
2021.0,Female,85 years and over,108.0,131.0,0.0
2021.0,All Sexes,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,25-34 years,68.0,44.0,0.0
2021.0,All Sexes,45-54 years,332.0,247.0,0.0
2021.0,All Sexes,50-64 years,817.0,634.0,0.0
2021.0,All Sexes,55-64 years,627.0,494.0,0.0
2021.0,All Sexes,65-74 years,656.0,559.0,0.0
2021.0,All Sexes,75-84 years,495.0,471.0,0.0
2021.0,Male,25-34 years,34.0,19.0,0.0
2021.0,Male,45-54 years,214.0,158.0,0.0
2021.0,Male,50-64 years,468.0,362.0,0.0
2021.0,Male,55-64 years,345.0,271.0,0.0
2021.0,Male,65-74 years,376.0,330.0,0.0
2021.0,Male,75-84 years,269.0,271.0,0.0
2021.0,Male,85 years and over,134.0,129.0,0.0
2021.0,Female,25-34 years,34.0,25.0,0.0
2021.0,Female,35-44 years,66.0,37.0,0.0
2021.0,Female,45-54 years,118.0,89.0,0.0
2021.0,Female,50-64 years,349.0,272.0,0.0
2021.0,Female,55-64 years,282.0,223.0,0.0
2021.0,Female,65-74 years,280.0,229.0,0.0
2021.0,Female,75-84 years,226.0,200.0,0.0
2021.0,All Sexes,25-34 years,39.0,31.0,0.0
2021.0,All Sexes,35-44 years,70.0,59.0,0.0
2021.0,All Sexes,45-54 years,204.0,168.0,0.0
2021.0,All Sexes,50-64 years,526.0,444.0,0.0
2021.0,All Sexes,55-64 years,392.0,328.0,0.0
2021.0,All Sexes,65-74 years,366.0,357.0,0.0
2021.0,All Sexes,85 years and over,200.0,252.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,25-34 years,23.0,21.0,0.0
2021.0,Male,35-44 years,40.0,30.0,0.0
2021.0,Male,45-54 years,123.0,92.0,0.0
2021.0,Male,50-64 years,307.0,245.0,0.0
2021.0,Male,55-64 years,234.0,187.0,0.0
2021.0,Male,65-74 years,201.0,197.0,0.0
2021.0,Male,85 years and over,98.0,126.0,0.0
2021.0,Female,35-44 years,30.0,29.0,0.0
2021.0,Female,45-54 years,81.0,76.0,0.0
2021.0,Female,50-64 years,219.0,199.0,0.0
2021.0,Female,55-64 years,158.0,141.0,0.0
2021.0,Female,65-74 years,165.0,160.0,0.0
2021.0,Female,75-84 years,146.0,156.0,0.0
2021.0,Female,85 years and over,102.0,126.0,0.0
2021.0,All Sexes,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,35-44 years,27.0,23.0,0.0
2021.0,All Sexes,50-64 years,184.0,226.0,0.0
2021.0,All Sexes,55-64 years,143.0,177.0,0.0
2021.0,All Sexes,65-74 years,182.0,233.0,0.0
2021.0,All Sexes,75-84 years,155.0,237.0,0.0
2021.0,Male,15-24 years,0.0,0.0,0.0
2021.0,Male,45-54 years,50.0,46.0,0.0
2021.0,Male,50-64 years,110.0,129.0,0.0
2021.0,Male,55-64 years,81.0,98.0,0.0
2021.0,Male,65-74 years,90.0,116.0,0.0
2021.0,Male,75-84 years,83.0,124.0,0.0
2021.0,Female,50-64 years,74.0,97.0,0.0
2021.0,Female,55-64 years,62.0,79.0,0.0
2021.0,Female,65-74 years,92.0,117.0,0.0
2021.0,Female,75-84 years,72.0,113.0,0.0
2021.0,Female,85 years and over,45.0,91.0,0.0
2021.0,All Sexes,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,35-44 years,50.0,40.0,0.0
2021.0,All Sexes,85 years and over,170.0,242.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,35-44 years,32.0,22.0,0.0
2021.0,Male,50-64 years,143.0,144.0,0.0
2021.0,Male,55-64 years,110.0,113.0,0.0
2021.0,Male,65-74 years,125.0,156.0,0.0
2021.0,Male,85 years and over,82.0,118.0,0.0
2021.0,Female,35-44 years,18.0,18.0,0.0
2021.0,Female,45-54 years,30.0,35.0,0.0
2021.0,Female,85 years and over,88.0,124.0,0.0
2022.0,All Sexes,25-34 years,26.0,20.0,0.0
2022.0,All Sexes,35-44 years,68.0,42.0,0.0
2022.0,All Sexes,45-54 years,179.0,129.0,0.0
2022.0,Male,25-34 years,15.0,11.0,0.0
2022.0,Male,35-44 years,31.0,20.0,0.0
2022.0,Male,45-54 years,96.0,74.0,0.0
2022.0,Male,50-64 years,295.0,231.0,0.0
2022.0,Male,55-64 years,230.0,181.0,0.0
2022.0,Female,35-44 years,37.0,22.0,0.0
2022.0,Female,45-54 years,83.0,55.0,0.0
2022.0,All Sexes,5-14 years,0.0,0.0,0.0
2022.0,All Sexes,35-44 years,35.0,24.0,0.0
2022.0,All Sexes,45-54 years,90.0,59.0,0.0
2022.0,All Sexes,75-84 years,473.0,365.0,0.0
2022.0,Male,5-14 years,0.0,0.0,0.0
2022.0,Male,15-24 years,0.0,0.0,0.0
2022.0,Male,45-54 years,51.0,34.0,0.0
2022.0,Male,75-84 years,271.0,228.0,0.0
2022.0,Male,85 years and over,169.0,118.0,0.0
2022.0,Female,35-44 years,20.0,15.0,0.0
2022.0,Female,45-54 years,39.0,25.0,0.0
2022.0,Female,75-84 years,202.0,137.0,0.0
2022.0,All Sexes,1-4 years,0.0,0.0,0.0
2022.0,All Sexes,5-14 years,0.0,0.0,0.0
2022.0,All Sexes,45-54 years,27.0,27.0,0.0
2022.0,All Sexes,50-64 years,90.0,117.0,0.0
2022.0,All Sexes,55-64 years,71.0,99.0,0.0
2022.0,All Sexes,85 years and over,139.0,156.0,0.0
2022.0,Male,1-4 years,0.0,0.0,0.0
2022.0,Male,5-14 years,0.0,0.0,0.0
2022.0,Male,50-64 years,51.0,60.0,0.0
2022.0,Male,55-64 years,41.0,50.0,0.0
2022.0,Male,85 years and over,60.0,63.0,0.0
2022.0,Female,15-24 years,0.0,0.0,0.0
2022.0,Female,50-64 years,39.0,57.0,0.0
2022.0,Female,55-64 years,30.0,49.0,0.0
2022.0,Female,85 years and over,79.0,93.0,0.0
2022.0,All Sexes,1-4 years,0.0,0.0,0.0
2022.0,All Sexes,15-24 years,0.0,0.0,0.0
2022.0,All Sexes,50-64 years,27.0,78.0,0.0
2022.0,Male,1-4 years,0.0,0.0,0.0
2022.0,Male,15-24 years,0.0,0.0,0.0
2022.0,Female,15-24 years,0.0,0.0,0.0
2022.0,Male,15-24 years,0.0,0.0,0.0
2022.0,Male,35-44 years,0.0,0.0,0.0
2020.0,All Sexes,25-34 years,0.0,0.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,Female,45-54 years,0.0,0.0,0.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,25-34 years,0.0,0.0,0.0
2020.0,All Sexes,35-44 years,0.0,0.0,0.0
2020.0,All Sexes,75-84 years,0.0,11.0,0.0
2020.0,All Sexes,85 years and over,0.0,11.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,35-44 years,0.0,0.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,25-34 years,0.0,0.0,0.0
2020.0,All Sexes,50-64 years,0.0,10.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,25-34 years,0.0,0.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,55-64 years,0.0,0.0,0.0
2020.0,All Sexes,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,25-34 years,0.0,0.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,25-34 years,0.0,0.0,0.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,15-24 years,0.0,0.0,0.0
2020.0,Male,25-34 years,0.0,0.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Male,45-54 years,0.0,0.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,25-34 years,0.0,0.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,15-24 years,0.0,0.0,0.0
2020.0,All Sexes,25-34 years,0.0,0.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,15-24 years,0.0,0.0,0.0
2020.0,Male,25-34 years,0.0,0.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,Female,45-54 years,0.0,0.0,0.0
2020.0,All Sexes,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,15-24 years,0.0,0.0,0.0
2020.0,All Sexes,75-84 years,26.0,23.0,0.0
2020.0,All Sexes,85 years and over,62.0,49.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,85 years and over,32.0,28.0,0.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,Female,85 years and over,30.0,21.0,0.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,50-64 years,22.0,17.0,0.0
2020.0,All Sexes,65-74 years,55.0,47.0,0.0
2020.0,All Sexes,75-84 years,88.0,64.0,0.0
2020.0,All Sexes,85 years and over,139.0,81.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,65-74 years,37.0,30.0,0.0
2020.0,Male,75-84 years,51.0,35.0,0.0
2020.0,Male,85 years and over,65.0,42.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,65-74 years,18.0,17.0,0.0
2020.0,Female,75-84 years,37.0,29.0,0.0
2020.0,Female,85 years and over,74.0,39.0,0.0
2020.0,All Sexes,50-64 years,53.0,35.0,0.0
2020.0,All Sexes,55-64 years,45.0,30.0,0.0
2020.0,All Sexes,65-74 years,69.0,54.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,50-64 years,38.0,23.0,0.0
2020.0,Male,55-64 years,33.0,20.0,0.0
2020.0,Male,65-74 years,45.0,37.0,0.0
2020.0,Female,65-74 years,24.0,17.0,0.0
2020.0,Female,75-84 years,64.0,34.0,0.0
2020.0,Female,85 years and over,146.0,58.0,0.0
2020.0,All Sexes,50-64 years,37.0,26.0,0.0
2020.0,All Sexes,55-64 years,31.0,21.0,0.0
2020.0,All Sexes,65-74 years,76.0,60.0,0.0
2020.0,All Sexes,75-84 years,101.0,72.0,0.0
2020.0,Male,50-64 years,25.0,18.0,0.0
2020.0,Male,55-64 years,20.0,14.0,0.0
2020.0,Male,65-74 years,50.0,36.0,0.0
2020.0,Male,75-84 years,59.0,45.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,65-74 years,26.0,24.0,0.0
2020.0,Female,75-84 years,42.0,27.0,0.0
2020.0,Female,85 years and over,68.0,32.0,0.0
2021.0,All Sexes,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,75-84 years,26.0,23.0,0.0
2021.0,All Sexes,85 years and over,33.0,29.0,0.0
2021.0,Male,1-4 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,65-74 years,13.0,16.0,0.0
2021.0,Male,1-4 years,0.0,0.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,Female,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,25-34 years,0.0,0.0,0.0
2021.0,Male,1-4 years,0.0,0.0,0.0
2021.0,Male,25-34 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,Female,35-44 years,0.0,0.0,0.0
2021.0,Female,55-64 years,0.0,0.0,0.0
2021.0,All Sexes,1-4 years,0.0,0.0,0.0
2021.0,Male,1-4 years,0.0,0.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,5-14 years,0.0,0.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,Female,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,1-4 years,0.0,0.0,0.0
2021.0,Male,1-4 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,25-34 years,0.0,0.0,0.0
2021.0,All Sexes,35-44 years,0.0,0.0,0.0
2021.0,Male,1-4 years,0.0,0.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,25-34 years,0.0,0.0,0.0
2021.0,Male,35-44 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,1-4 years,0.0,0.0,0.0
2021.0,Male,1-4 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,50-64 years,22.0,25.0,0.0
2021.0,All Sexes,55-64 years,19.0,21.0,0.0
2021.0,All Sexes,65-74 years,17.0,17.0,0.0
2021.0,All Sexes,75-84 years,19.0,24.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,50-64 years,54.0,36.0,0.0
2021.0,All Sexes,55-64 years,48.0,32.0,0.0
2021.0,All Sexes,65-74 years,55.0,52.0,0.0
2021.0,All Sexes,75-84 years,48.0,47.0,0.0
2021.0,All Sexes,85 years and over,38.0,36.0,0.0
2021.0,Male,1-4 years,0.0,0.0,0.0
2021.0,Male,25-34 years,0.0,0.0,0.0
2021.0,Male,50-64 years,40.0,22.0,0.0
2021.0,Male,55-64 years,37.0,19.0,0.0
2021.0,Male,65-74 years,37.0,36.0,0.0
2021.0,Male,75-84 years,32.0,26.0,0.0
2021.0,Male,85 years and over,17.0,16.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,Female,50-64 years,14.0,14.0,0.0
2021.0,Female,65-74 years,18.0,16.0,0.0
2021.0,All Sexes,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,45-54 years,16.0,13.0,0.0
2021.0,All Sexes,50-64 years,50.0,42.0,0.0
2021.0,All Sexes,55-64 years,41.0,35.0,0.0
2021.0,All Sexes,65-74 years,38.0,33.0,0.0
2021.0,All Sexes,75-84 years,50.0,44.0,0.0
2021.0,All Sexes,85 years and over,41.0,34.0,0.0
2021.0,Male,1-4 years,0.0,0.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,50-64 years,35.0,26.0,0.0
2021.0,Male,55-64 years,27.0,21.0,0.0
2021.0,Male,65-74 years,24.0,21.0,0.0
2021.0,Male,75-84 years,27.0,25.0,0.0
2021.0,Male,85 years and over,22.0,17.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,15-24 years,0.0,0.0,0.0
2021.0,Female,50-64 years,15.0,16.0,0.0
2021.0,Female,55-64 years,14.0,14.0,0.0
2021.0,Female,75-84 years,23.0,19.0,0.0
2021.0,All Sexes,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,65-74 years,39.0,33.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,25-34 years,0.0,0.0,0.0
2021.0,Male,65-74 years,26.0,22.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2022.0,All Sexes,55-64 years,17.0,18.0,0.0
2022.0,All Sexes,65-74 years,42.0,40.0,0.0
2022.0,Male,5-14 years,0.0,0.0,0.0
2022.0,Male,25-34 years,0.0,0.0,0.0
2022.0,Male,65-74 years,26.0,25.0,0.0
2022.0,Female,1-4 years,0.0,0.0,0.0
2022.0,Female,65-74 years,16.0,15.0,0.0
2022.0,All Sexes,1-4 years,0.0,0.0,0.0
